marka,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
ford, Fiesta,2018.0,10500.0,Manual,10938.0,Petrol,150.0,65.7,1.0
merc, E Class,2020.0,37029.0,Semi-Auto,1000.0,Diesel,145.0,42.8,2.0
ford, Fiesta,2019.0,15479.0,Semi-Auto,3280.0,Petrol,145.0,48.7,1.0
ford, Focus,2018.0,15999.0,Manual,7873.0,Diesel,145.0,80.7,1.5
bmw, X1,2017.0,18500.0,Semi-Auto,35065.0,Diesel,150.0,57.6,2.0
ford, Focus,2017.0,18998.0,Manual,10222.0,Petrol,145.0,41.5,2.0
audi, A4,2016.0,17490.0,Manual,29955.0,Petrol,150.0,48.7,2.0
ford, Mondeo,2018.0,13999.0,Automatic,39993.0,Diesel,145.0,45.6,2.0
ford, EcoSport,2018.0,14800.0,Manual,4036.0,Petrol,145.0,53.3,1.0
vw, Polo,2019.0,13500.0,Manual,1130.0,Petrol,145.0,52.3,1.0
hyundi, Tucson,2016.0,11499.0,Manual,42850.0,Diesel,30.0,61.7,1.7
vw, Golf,2019.0,15680.0,Manual,10693.0,Petrol,145.0,49.6,1.0
audi, Q5,2020.0,48895.0,Automatic,1000.0,Diesel,145.0,34.5,3.0
vw, Passat,2015.0,11995.0,Automatic,53000.0,Diesel,20.0,70.6,1.6
unclean cclass, C Class,2014.0,11295.0,Automatic,45000.0,29,145.0,54.3,1.6
focus, Focus,2019.0,17520.0,Manual,100.0,Petrol,145.0,54.3,1.0
bmw, M5,2018.0,59973.0,Semi-Auto,10455.0,Petrol,150.0,26.9,4.4
vw, Polo,2015.0,12495.0,Manual,9142.0,Petrol,20.0,61.4,1.4
merc, GLC Class,2018.0,29712.0,Semi-Auto,15492.0,Diesel,145.0,56.5,2.1
audi, Q3,2017.0,19950.0,Manual,25670.0,Diesel,145.0,61.4,2.0
toyota, Hilux,2018.0,22445.0,Automatic,22919.0,Diesel,260.0,36.2,2.4
toyota, C-HR,2019.0,21995.0,Automatic,10036.0,Hybrid,140.0,74.3,1.8
merc, A Class,2019.0,18748.0,Automatic,11426.0,Diesel,145.0,68.9,1.5
cclass, C Class,2019.0,52000.0,Automatic,5072.0,Petrol,145.0,54.3,4.0
toyota, Yaris,2019.0,15950.0,Automatic,10589.0,Hybrid,150.0,43.5,1.5
audi, Q3,2016.0,20495.0,Semi-Auto,28994.0,Diesel,160.0,50.4,2.0
merc, CL Class,2019.0,27299.0,Semi-Auto,3174.0,Petrol,145.0,38.2,2.0
merc, GLE Class,2019.0,53990.0,Automatic,5000.0,Diesel,145.0,36.7,3.0
cclass, C Class,2019.0,31990.0,Semi-Auto,4615.0,Diesel,145.0,54.3,2.0
vw, Golf,2019.0,19156.0,Manual,3487.0,Petrol,145.0,45.6,1.5
skoda, Fabia,2019.0,14500.0,Semi-Auto,2887.0,Petrol,145.0,61.4,1.0
unclean focus, Focus,2015.0,7995.0,Manual,34017.0,15,145.0,54.3,1.6
vauxhall, Grandland X,2018.0,14895.0,Manual,10000.0,Petrol,150.0,55.4,1.2
cclass, C Class,2019.0,27990.0,Automatic,6500.0,Diesel,145.0,54.3,2.0
vauxhall, Corsa,2018.0,8499.0,Manual,12500.0,Petrol,150.0,43.5,1.4
merc, GLA Class,2015.0,17624.0,Automatic,29505.0,Diesel,125.0,55.4,2.1
vauxhall, Astra,2015.0,6989.0,Manual,53875.0,Petrol,125.0,51.4,1.4
bmw, 3 Series,2017.0,14691.0,Semi-Auto,38326.0,Petrol,145.0,51.4,2.0
vw, Polo,2016.0,10298.0,Manual,8812.0,Petrol,20.0,60.1,1.2
audi, Q5,2019.0,38000.0,Semi-Auto,5700.0,Diesel,145.0,38.2,2.0
vauxhall, Corsa,2015.0,7800.0,Automatic,32484.0,Petrol,150.0,47.9,0.0
vauxhall, Zafira,2013.0,4290.0,Manual,47000.0,Petrol,205.0,42.2,1.6
hyundi, I30,2018.0,11365.0,Manual,22503.0,Petrol,150.0,52.3,1.4
focus, Focus,2019.0,17300.0,Automatic,7426.0,Petrol,145.0,54.3,1.0
cclass, C Class,2019.0,29339.0,Semi-Auto,1000.0,Petrol,145.0,54.3,1.5
toyota, Yaris,2018.0,11495.0,Manual,7500.0,Petrol,145.0,47.1,1.5
unclean cclass, C Class,2017.0,15990.0,Semi-Auto,38051.0,Diesel,145.0,54.3,1.6
hyundi, Tucson,2017.0,21354.0,Semi-Auto,35043.0,Diesel,125.0,57.6,1.7
bmw, X4,2015.0,17399.0,Manual,70601.0,Diesel,160.0,52.3,2.0
audi, Q2,2018.0,19995.0,Manual,8215.0,Diesel,145.0,47.9,1.6
cclass, C Class,2016.0,15200.0,Automatic,51380.0,Other,145.0,54.3,2.0
cclass, C Class,2017.0,20249.0,Automatic,22011.0,Diesel,145.0,54.3,2.1
bmw, 3 Series,2019.0,24450.0,Automatic,23150.0,Diesel,150.0,52.3,2.0
bmw, Z4,2020.0,30990.0,Semi-Auto,101.0,Petrol,145.0,38.7,2.0
vauxhall, Corsa,2019.0,9509.0,Manual,3097.0,Petrol,145.0,43.5,1.4
ford, Fiesta,2018.0,8930.0,Manual,38151.0,Petrol,145.0,65.7,1.0
ford, EcoSport,2016.0,8299.0,Manual,36711.0,Diesel,30.0,64.2,1.5
unclean focus, Focus,2015.0,8250.0,Manual,39557.0,Diesel,145.0,54.3,1.6
merc, A Class,2014.0,13251.0,Semi-Auto,41700.0,Diesel,20.0,64.2,2.1
vauxhall, Zafira,2017.0,12295.0,Manual,18346.0,Petrol,200.0,41.5,1.4
skoda, Superb,2019.0,24495.0,Semi-Auto,100.0,Diesel,145.0,62.8,2.0
hyundi, I10,2018.0,7800.0,Manual,17397.0,Petrol,150.0,60.1,0.0
skoda, Yeti Outdoor,2017.0,12495.0,Semi-Auto,45350.0,Petrol,150.0,51.4,1.2
vauxhall, Corsa,2019.0,9471.0,Manual,9765.0,Petrol,145.0,43.5,1.4
cclass, C Class,2017.0,14307.0,Manual,25820.0,Petrol,145.0,54.3,2.0
ford, Fiesta,2018.0,10698.0,Manual,18950.0,Petrol,145.0,65.7,1.0
merc, CL Class,2016.0,19400.0,Automatic,38915.0,Petrol,200.0,42.8,2.0
unclean focus, Focus,2017.0,10595.0,Manual,28303.0,Diesel,145.0,54.3,1.6
vauxhall, Combo Life,2019.0,14270.0,Manual,2838.0,Petrol,145.0,42.2,1.2
ford, Focus,2018.0,15499.0,Manual,11000.0,Petrol,145.0,60.1,1.0
merc, C Class,2019.0,25849.0,Semi-Auto,6685.0,Petrol,145.0,46.3,1.5
vauxhall, Astra,2016.0,8498.0,Manual,37300.0,Petrol,125.0,51.4,1.4
merc, X-CLASS,2019.0,27995.0,Automatic,2750.0,Diesel,260.0,35.8,2.3
ford, Ka+,2019.0,12000.0,Manual,784.0,Petrol,145.0,47.9,1.2
focus, Focus,2019.0,19575.0,Automatic,8879.0,Diesel,145.0,54.3,1.5
skoda, Fabia,2017.0,10000.0,Manual,11855.0,Petrol,150.0,64.2,1.0
vauxhall, Astra,2017.0,9450.0,Manual,22536.0,Petrol,125.0,51.4,1.4
unclean cclass, C Class,2019.0,34790.0,Semi-Auto,5298.0,Diesel,145.0,54.3,1.6
unclean cclass, C Class,2019.0,20299.0,Semi-Auto,14316.0,Petrol,145.0,54.3,1.6
vw, Tiguan,2017.0,18500.0,Manual,29681.0,Diesel,145.0,50.4,2.0
ford, Kuga,2017.0,12950.0,Manual,15000.0,Petrol,160.0,45.6,1.5
bmw, 8 Series,2019.0,65000.0,Automatic,11111.0,Petrol,150.0,26.9,4.4
vauxhall, Grandland X,2019.0,19400.0,Automatic,7450.0,Diesel,145.0,57.7,1.5
vauxhall, Corsa,2016.0,6495.0,Manual,21295.0,Petrol,30.0,55.4,1.4
merc, E Class,2014.0,11990.0,Automatic,68835.0,Diesel,125.0,58.9,2.1
skoda, Citigo,2016.0,6800.0,Manual,16605.0,Petrol,20.0,62.8,1.0
vw, Polo,2016.0,8290.0,Manual,39986.0,Petrol,20.0,60.1,1.2
audi, RS4,2019.0,56991.0,Semi-Auto,4761.0,Petrol,145.0,29.1,2.9
bmw, Z4,2020.0,34995.0,Semi-Auto,1501.0,Petrol,145.0,38.7,2.0
vauxhall, Zafira,2016.0,11480.0,Manual,26000.0,Diesel,145.0,54.3,2.0
focus, Focus,2019.0,14698.0,Manual,17640.0,Petrol,145.0,54.3,1.0
bmw, X5,2020.0,63995.0,Automatic,5000.0,Hybrid,135.0,188.3,3.0
cclass, C Class,2019.0,29849.0,Semi-Auto,2303.0,Petrol,145.0,54.3,2.0
ford, Focus,2019.0,16798.0,Manual,17998.0,Petrol,150.0,60.1,1.0
bmw, 5 Series,2019.0,28500.0,Semi-Auto,3816.0,Diesel,145.0,62.8,2.0
merc, E Class,2017.0,21156.0,Automatic,15815.0,Diesel,145.0,67.3,2.0
toyota, Corolla,2019.0,17999.0,Manual,20.0,Petrol,145.0,39.2,1.2
focus, Focus,2019.0,14491.0,Manual,7588.0,Petrol,145.0,54.3,1.0
hyundi, Ioniq,2019.0,22891.0,Automatic,5500.0,Hybrid,135.0,78.5,1.6
audi, A1,2019.0,19888.0,Manual,3334.0,Petrol,145.0,47.9,1.0
audi, A3,2019.0,18400.0,Manual,1809.0,Diesel,145.0,49.6,1.6
vw, Passat,2019.0,25995.0,Semi-Auto,5223.0,Diesel,145.0,47.9,2.0
vw, Tiguan,2019.0,26495.0,Manual,10.0,Diesel,145.0,42.2,2.0
focus, Focus,2019.0,23990.0,Automatic,6000.0,Petrol,145.0,54.3,1.0
audi, Q2,2020.0,25990.0,Manual,1500.0,Petrol,145.0,43.5,1.5
ford, C-MAX,2019.0,13241.0,Manual,12210.0,Petrol,145.0,48.7,1.0
unclean cclass, C Class,2019.0,37999.0,Automatic,2486.0,Petrol,145.0,54.3,1.6
audi, Q7,2017.0,49490.0,Semi-Auto,30262.0,Diesel,145.0,39.2,4.0
audi, A5,2016.0,19799.0,Automatic,23449.0,Diesel,145.0,56.5,2.0
merc, A Class,2018.0,19890.0,Semi-Auto,13693.0,Petrol,150.0,53.3,1.3
vw, Golf,2020.0,30498.0,Semi-Auto,15.0,Petrol,150.0,32.8,2.0
ford, EcoSport,2017.0,9290.0,Manual,35000.0,Diesel,30.0,64.2,1.5
merc, B Class,2020.0,22390.0,Manual,150.0,Petrol,145.0,45.6,1.3
bmw, 4 Series,2017.0,14500.0,Manual,46350.0,Diesel,30.0,62.8,2.0
vw, Golf,2018.0,20450.0,Manual,13300.0,Diesel,145.0,60.1,2.0
vauxhall, Astra,2019.0,12595.0,Manual,6702.0,Diesel,145.0,72.4,1.6
bmw, 3 Series,2016.0,16886.0,Automatic,24081.0,Diesel,145.0,54.3,3.0
merc, C Class,2019.0,41000.0,Semi-Auto,5339.0,Petrol,145.0,28.8,3.0
ford, Fiesta,2018.0,10990.0,Manual,8183.0,Petrol,150.0,65.7,1.0
vw, Up,2018.0,8698.0,Manual,1904.0,Petrol,150.0,64.2,1.0
unclean focus, Focus,2016.0,15698.0,Manual,42060.0,Petrol,145.0,54.3,1.6
unclean focus, Focus,2019.0,15580.0,Manual,9000.0,Petrol,145.0,54.3,1.6
ford, Focus,2019.0,17495.0,Manual,9080.0,Petrol,145.0,49.6,1.0
ford, Tourneo Custom,2017.0,22000.0,Manual,32315.0,Diesel,145.0,44.1,2.0
vw, T-Cross,2019.0,17999.0,Manual,793.0,Diesel,145.0,53.3,1.6
vauxhall, Astra,2019.0,13990.0,Manual,7006.0,Diesel,145.0,58.9,1.6
bmw, 5 Series,2015.0,12490.0,Automatic,88000.0,Diesel,30.0,62.8,2.0
ford, Fiesta,2018.0,9775.0,Manual,14392.0,Petrol,145.0,64.2,1.1
toyota, Yaris,2019.0,10298.0,Manual,24566.0,Petrol,150.0,47.9,1.5
bmw, 2 Series,2019.0,23940.0,Semi-Auto,9.0,Diesel,145.0,62.8,2.0
vw, Tiguan,2017.0,20899.0,Manual,26249.0,Diesel,125.0,58.9,2.0
ford, Fiesta,2018.0,10600.0,Manual,14861.0,Diesel,145.0,88.3,1.5
toyota, C-HR,2018.0,18995.0,Automatic,27195.0,Hybrid,135.0,74.3,1.8
skoda, Fabia,2019.0,13295.0,Automatic,14378.0,Petrol,145.0,60.1,1.0
bmw, 4 Series,2016.0,21104.0,Semi-Auto,36741.0,Petrol,200.0,41.5,3.0
hyundi, Tucson,2019.0,21390.0,Manual,100.0,Petrol,145.0,34.9,1.6
audi, A3,2005.0,2495.0,Manual,122000.0,Diesel,150.0,53.3,0.0
hyundi, IX20,2017.0,10999.0,Automatic,10843.0,Petrol,150.0,43.5,1.6
skoda, Rapid,2016.0,7991.0,Manual,33395.0,Diesel,0.0,67.3,1.6
audi, A5,2018.0,26000.0,Automatic,8000.0,Diesel,145.0,67.3,2.0
unclean focus, Focus,2018.0,15250.0,Manual,3939.0,Petrol,145.0,54.3,1.6
merc, A Class,2019.0,19250.0,Automatic,10632.0,Diesel,145.0,65.7,1.5
vauxhall, Insignia,2018.0,14070.0,Manual,39057.0,Diesel,145.0,53.3,2.0
audi, A3,2019.0,16500.0,Manual,5977.0,Petrol,145.0,48.7,1.0
vauxhall, Astra,2017.0,11600.0,Manual,10763.0,Petrol,150.0,50.4,1.4
vw, Tiguan,2020.0,35000.0,Manual,10.0,Diesel,145.0,47.9,2.0
ford, Fiesta,2017.0,8698.0,Manual,16284.0,Petrol,145.0,54.3,1.2
vw, Passat,2017.0,23995.0,Automatic,36328.0,Hybrid,135.0,166.0,1.4
merc, A Class,2016.0,10799.0,Manual,81475.0,Diesel,20.0,72.4,1.5
skoda, Superb,2019.0,22890.0,Semi-Auto,10967.0,Diesel,145.0,48.7,2.0
vauxhall, Insignia,2018.0,14270.0,Manual,17544.0,Diesel,145.0,54.3,2.0
ford, KA,2014.0,4591.0,Manual,33897.0,Petrol,30.0,57.7,1.2
unclean focus, Focus,2017.0,9998.0,Manual,34025.0,14,145.0,54.3,1.6
merc, B Class,2015.0,11640.0,Manual,34070.0,Diesel,30.0,65.7,2.1
cclass, C Class,2016.0,22495.0,Semi-Auto,25399.0,Diesel,145.0,54.3,2.1
ford, Fiesta,2019.0,15500.0,Manual,13422.0,Petrol,145.0,60.1,1.0
ford, Focus,2016.0,10491.0,Semi-Auto,13500.0,Petrol,165.0,44.8,1.6
cclass, C Class,2013.0,23000.0,Semi-Auto,43442.0,Petrol,145.0,54.3,6.2
vw, Golf,2016.0,10850.0,Manual,49550.0,Petrol,30.0,53.3,1.4
ford, Fiesta,2017.0,11950.0,Manual,6046.0,Diesel,0.0,78.5,1.5
skoda, Citigo,2017.0,6495.0,Manual,31132.0,Petrol,0.0,67.3,1.0
ford, Fiesta,2019.0,16995.0,Manual,3428.0,Petrol,150.0,40.3,1.5
vauxhall, Corsa,2017.0,7999.0,Manual,12213.0,Petrol,145.0,55.4,1.4
audi, A3,2016.0,12300.0,Automatic,48097.0,Petrol,30.0,58.9,1.4
ford, Kuga,2019.0,18495.0,Manual,9447.0,Diesel,150.0,54.3,1.5
vw, Golf,2019.0,15449.0,Automatic,13665.0,Diesel,145.0,54.3,1.6
toyota, Yaris,2019.0,12245.0,Manual,6165.0,Petrol,145.0,47.9,1.5
vauxhall, Corsa,2019.0,10498.0,Manual,9567.0,Petrol,150.0,43.5,1.4
hyundi, I20,2016.0,7995.0,Manual,64074.0,Petrol,20.0,62.8,1.0
audi, A6,2017.0,15490.0,Manual,34010.0,Diesel,145.0,65.7,2.0
vw, Sharan,2019.0,26950.0,Semi-Auto,5.0,Diesel,150.0,41.5,2.0
vauxhall, Crossland X,2019.0,14994.0,Manual,5397.0,Petrol,145.0,47.1,1.2
unclean focus, Focus,2019.0,28755.0,Manual,3796.0,Petrol,145.0,54.3,2.3
unclean focus, Focus,2019.0,18900.0,Automatic,9022.0,Petrol,145.0,54.3,1.6
merc, A Class,2017.0,18199.0,Semi-Auto,15000.0,Diesel,145.0,68.9,2.1
bmw, 4 Series,2017.0,14778.0,Automatic,56292.0,Diesel,145.0,70.6,2.0
bmw, 3 Series,2018.0,18500.0,Semi-Auto,30749.0,Diesel,145.0,60.1,2.0
merc, A Class,2016.0,14521.0,Manual,35005.0,Diesel,30.0,62.8,2.1
ford, Focus,2015.0,10000.0,Manual,18896.0,Diesel,0.0,74.3,1.5
ford, Fiesta,2018.0,9750.0,Manual,14603.0,Petrol,150.0,64.2,1.1
audi, A3,2018.0,19499.0,Automatic,16897.0,Petrol,145.0,56.5,1.5
cclass, C Class,2017.0,21980.0,Automatic,41539.0,Diesel,145.0,54.3,2.1
audi, Q3,2015.0,13995.0,Manual,35446.0,Diesel,145.0,54.3,2.0
ford, Mondeo,2016.0,10650.0,Manual,31542.0,Diesel,125.0,68.9,2.0
unclean focus, Focus,2019.0,17999.0,Automatic,4147.0,Diesel,145.0,54.3,1.6
toyota, Corolla,2019.0,19998.0,Automatic,1992.0,Hybrid,135.0,85.6,1.8
hyundi, I30,2015.0,7495.0,Manual,42764.0,Petrol,150.0,48.7,1.4
merc, GLC Class,2019.0,26000.0,Automatic,19424.0,Petrol,145.0,43.5,2.0
ford, EcoSport,2016.0,9990.0,Manual,14398.0,Petrol,125.0,53.3,1.0
vw, Golf,2014.0,9495.0,Manual,36762.0,Diesel,0.0,68.9,1.6
cclass, C Class,2018.0,19099.0,Semi-Auto,12321.0,Petrol,145.0,54.3,1.5
ford, Fiesta,2014.0,6650.0,Manual,57016.0,Petrol,0.0,65.7,1.0
vauxhall, Insignia,2016.0,8999.0,Manual,30003.0,Diesel,20.0,72.4,1.6
ford, Fiesta,2016.0,10000.0,Manual,21780.0,Petrol,0.0,65.7,1.0
hyundi, Kona,2018.0,13271.0,Manual,7138.0,Petrol,145.0,52.3,1.0
vauxhall, Astra,2015.0,9500.0,Manual,27877.0,Petrol,160.0,44.8,0.0
merc, GLE Class,2016.0,28299.0,Semi-Auto,9982.0,Diesel,200.0,47.9,2.1
ford, Focus,2016.0,8450.0,Semi-Auto,46000.0,Petrol,125.0,51.4,1.0
skoda, Fabia,2017.0,8995.0,Manual,18053.0,Petrol,20.0,58.8,1.2
vauxhall, Astra,2016.0,9998.0,Manual,29131.0,Petrol,150.0,47.1,1.6
toyota, Hilux,2019.0,28495.0,Automatic,3350.0,Diesel,260.0,2.8,2.4
unclean focus, Focus,2019.0,16100.0,Manual,7539.0,Petrol,145.0,54.3,1.6
audi, A3,2017.0,25000.0,Semi-Auto,16703.0,Petrol,200.0,41.5,2.0
ford, S-MAX,2017.0,18499.0,Automatic,10172.0,Diesel,145.0,52.3,2.0
audi, A3,2019.0,33990.0,Semi-Auto,4290.0,Petrol,145.0,34.9,2.0
vauxhall, Corsa,2018.0,8690.0,Manual,11688.0,Petrol,150.0,55.4,1.4
bmw, M2,2020.0,46000.0,Semi-Auto,1501.0,Petrol,145.0,29.1,3.0
vauxhall, Grandland X,2019.0,18200.0,Manual,7532.0,Petrol,145.0,44.1,1.2
toyota, Aygo,2017.0,9995.0,Automatic,6751.0,Petrol,0.0,67.0,1.0
merc, GLC Class,2018.0,32750.0,Semi-Auto,12431.0,Diesel,145.0,56.5,2.1
merc, CLS Class,2015.0,19698.0,Semi-Auto,44143.0,Diesel,160.0,51.4,3.0
vauxhall, Crossland X,2019.0,13490.0,Automatic,15500.0,Petrol,145.0,44.8,1.2
toyota, Aygo,2017.0,5990.0,Manual,36376.0,Petrol,0.0,69.0,1.0
vauxhall, Astra,2017.0,9999.0,Manual,28634.0,Diesel,20.0,72.4,1.6
vauxhall, Crossland X,2019.0,13498.0,Manual,3330.0,Petrol,145.0,47.1,1.2
vw, Tiguan,2017.0,20798.0,Semi-Auto,10844.0,Diesel,150.0,57.6,2.0
toyota, Auris,2017.0,14995.0,Automatic,14599.0,Hybrid,135.0,78.5,1.8
audi, A3,2019.0,31500.0,Automatic,1000.0,Petrol,145.0,36.7,2.0
merc, GLE Class,2019.0,46995.0,Automatic,6999.0,Diesel,145.0,36.7,2.0
ford, Fiesta,2017.0,11299.0,Manual,22224.0,Petrol,145.0,62.8,1.0
unclean focus, Focus,2019.0,28730.0,Manual,6108.0,Petrol,145.0,54.3,2.3
ford, EcoSport,2018.0,14770.0,Semi-Auto,2500.0,Petrol,150.0,48.7,1.0
audi, Q3,2017.0,20000.0,Automatic,19760.0,Petrol,150.0,47.9,1.4
vauxhall, Mokka X,2017.0,12498.0,Semi-Auto,7191.0,Petrol,160.0,43.5,1.4
bmw, 4 Series,2014.0,14450.0,Manual,27405.0,Petrol,165.0,44.8,2.0
ford, C-MAX,2017.0,12500.0,Manual,12928.0,Petrol,30.0,55.4,1.0
ford, Fiesta,2018.0,11290.0,Manual,13585.0,Petrol,145.0,65.7,1.0
vauxhall, Zafira,2016.0,11495.0,Manual,6500.0,Petrol,200.0,42.2,1.4
vw, Golf,2019.0,17999.0,Manual,6013.0,Petrol,150.0,47.1,1.5
skoda, Fabia,2019.0,12590.0,Manual,7722.0,Petrol,145.0,61.4,1.0
hyundi, I40,2016.0,10610.0,Manual,45142.0,Diesel,30.0,65.7,1.7
ford, Fiesta,2019.0,13990.0,Manual,279.0,Petrol,145.0,58.9,1.0
ford, Fiesta,2014.0,7721.0,Manual,66941.0,Petrol,145.0,47.9,1.6
vauxhall, Astra,2018.0,11499.0,Manual,22079.0,Petrol,145.0,50.4,1.4
ford, Mondeo,2016.0,10260.0,Manual,22268.0,Diesel,0.0,78.5,1.5
unclean cclass, C Class,2016.0,12195.0,Automatic,94440.0,30,145.0,54.3,1.6
vauxhall, Astra,2017.0,9695.0,Automatic,37831.0,Diesel,30.0,62.8,1.6
toyota, Aygo,2016.0,6498.0,Manual,23901.0,Petrol,0.0,69.0,1.0
skoda, Kamiq,2020.0,19885.0,Semi-Auto,1575.0,Petrol,145.0,43.5,1.5
ford, Kuga,2019.0,18390.0,Automatic,23796.0,Diesel,145.0,47.9,2.0
toyota, Aygo,2018.0,7995.0,Manual,24807.0,Petrol,145.0,68.9,1.0
audi, A1,2013.0,6999.0,Manual,90000.0,Diesel,0.0,74.3,1.6
ford, Focus,2016.0,10489.0,Automatic,12416.0,Petrol,125.0,51.4,1.0
vauxhall, Corsa,2015.0,7250.0,Manual,27678.0,Petrol,30.0,55.4,1.4
vw, Golf,2020.0,23999.0,Manual,3608.0,Petrol,145.0,47.9,1.5
vauxhall, Zafira,2018.0,11899.0,Manual,15887.0,Petrol,145.0,41.5,1.4
hyundi, Kona,2018.0,15995.0,Manual,19758.0,Petrol,145.0,52.3,1.0
unclean focus, Focus,2020.0,20999.0,Manual,1501.0,Diesel,145.0,54.3,1.6
vw, Golf,2019.0,30252.0,Semi-Auto,6571.0,Petrol,145.0,32.8,2.0
vw, Polo,2015.0,10495.0,Semi-Auto,18000.0,Petrol,20.0,60.1,1.2
hyundi, Tucson,2017.0,15270.0,Semi-Auto,26238.0,Diesel,125.0,57.6,1.7
vauxhall, Corsa,2016.0,7450.0,Manual,32156.0,Petrol,30.0,55.4,1.4
vauxhall, Crossland X,2019.0,19980.0,Semi-Auto,3500.0,Diesel,145.0,55.4,1.5
merc, GLC Class,2019.0,31490.0,Automatic,14681.0,Diesel,145.0,41.5,2.1
merc, C Class,2018.0,24480.0,Semi-Auto,10859.0,Diesel,145.0,58.9,2.1
ford, Tourneo Custom,2018.0,21995.0,Manual,14986.0,Diesel,145.0,30.1,2.0
bmw, X4,2016.0,21995.0,Automatic,38900.0,Diesel,145.0,54.3,2.0
skoda, Fabia,2017.0,9890.0,Manual,25766.0,Petrol,145.0,58.9,1.2
skoda, Citigo,2018.0,7895.0,Manual,14944.0,Petrol,145.0,65.7,1.0
vw, Polo,2014.0,5899.0,Manual,72125.0,Petrol,125.0,51.4,1.2
ford, Focus,2017.0,10997.0,Manual,6348.0,Petrol,20.0,61.4,1.0
focus, Focus,2018.0,14000.0,Manual,9083.0,Petrol,145.0,54.3,1.0
merc, C Class,2019.0,25899.0,Semi-Auto,3780.0,Petrol,145.0,42.2,2.0
merc, SLK,2012.0,12995.0,Automatic,43890.0,Petrol,205.0,43.5,1.8
vw, Golf,2017.0,11960.0,Manual,40956.0,Diesel,145.0,61.4,1.6
ford, Focus,2018.0,11995.0,Manual,46679.0,Diesel,145.0,74.3,1.5
unclean cclass, C Class,2015.0,18999.0,Automatic,28000.0,37,145.0,54.3,1.6
skoda, Fabia,2017.0,10495.0,Semi-Auto,16908.0,Petrol,145.0,61.4,1.0
unclean focus, Focus,2019.0,16998.0,Manual,22859.0,Petrol,145.0,54.3,1.6
merc, S Class,2018.0,51991.0,Automatic,10842.0,Petrol,145.0,40.9,3.0
focus, Focus,2015.0,8130.0,Manual,41232.0,Diesel,145.0,54.3,1.6
audi, Q5,2019.0,35850.0,Automatic,9788.0,Petrol,145.0,32.1,2.0
vw, Golf,2014.0,6300.0,Manual,73488.0,Diesel,0.0,88.3,1.6
hyundi, I10,2018.0,7500.0,Manual,7785.0,Petrol,145.0,60.1,1.0
skoda, Superb,2015.0,12400.0,Manual,41528.0,Diesel,150.0,53.3,2.0
vauxhall, Insignia,2019.0,16498.0,Manual,19282.0,Diesel,150.0,49.6,2.0
skoda, Superb,2019.0,26000.0,Semi-Auto,2566.0,Petrol,145.0,38.2,2.0
hyundi, I10,2018.0,7291.0,Manual,12939.0,Petrol,150.0,60.1,1.0
skoda, Kamiq,2019.0,20991.0,Semi-Auto,2814.0,Petrol,145.0,43.5,1.5
unclean cclass, C Class,2019.0,20449.0,Semi-Auto,14005.0,Diesel,145.0,54.3,1.6
bmw, 1 Series,2015.0,15490.0,Automatic,31141.0,Diesel,30.0,64.2,2.0
ford, Focus,2018.0,18000.0,Automatic,3969.0,Petrol,145.0,47.9,1.5
vauxhall, Corsa,2016.0,7500.0,Manual,26860.0,Petrol,125.0,54.3,1.4
skoda, Fabia,2019.0,13290.0,Semi-Auto,14714.0,Petrol,145.0,60.1,1.0
skoda, Kamiq,2019.0,19995.0,Manual,1100.0,Petrol,145.0,47.9,1.0
ford, B-MAX,2013.0,5998.0,Manual,37058.0,Petrol,30.0,55.4,1.0
vw, Golf,2018.0,13749.0,Manual,26558.0,Diesel,145.0,57.7,1.6
ford, Focus,2019.0,19000.0,Manual,4491.0,Petrol,145.0,58.9,1.0
bmw, 1 Series,2017.0,13975.0,Automatic,20206.0,Diesel,0.0,74.3,2.0
merc, E Class,2017.0,19696.0,Automatic,26002.0,Diesel,145.0,65.7,2.0
vauxhall, Mokka X,2017.0,10995.0,Manual,22000.0,Diesel,30.0,65.7,1.6
merc, A Class,2019.0,24451.0,Automatic,12001.0,Diesel,145.0,65.7,1.5
bmw, X1,2017.0,21800.0,Automatic,15313.0,Diesel,150.0,60.1,2.0
merc, S Class,2016.0,27491.0,Automatic,54318.0,Diesel,200.0,47.9,3.0
vw, Golf,2018.0,13298.0,Semi-Auto,27573.0,Petrol,145.0,57.7,1.0
ford, Focus,2016.0,8490.0,Manual,35000.0,Diesel,0.0,74.3,1.5
audi, TT,2018.0,22950.0,Manual,14755.0,Diesel,150.0,60.1,2.0
unclean cclass, C Class,2017.0,23180.0,Automatic,5822.0,32,145.0,54.3,1.6
ford, C-MAX,2016.0,10000.0,Automatic,23121.0,Diesel,20.0,64.2,1.5
hyundi, I10,2014.0,6490.0,Manual,19874.0,Petrol,30.0,57.6,1.2
cclass, C Class,2016.0,31495.0,Automatic,28968.0,Petrol,145.0,54.3,3.0
vauxhall, Corsa,2018.0,8020.0,Manual,7796.0,Petrol,145.0,55.4,1.4
unclean cclass, C Class,2019.0,31480.0,Semi-Auto,7524.0,Diesel,145.0,54.3,1.6
ford, Focus,2016.0,8591.0,Manual,43200.0,Diesel,0.0,74.3,1.5
bmw, 1 Series,2017.0,13995.0,Semi-Auto,39714.0,Diesel,145.0,67.3,2.0
